개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
봉선시장,공영주차장,기타,-,00:00,00:00,00:00,00:00,Y,,300원,,,,,,,,광주광역시 남구 봉선1로47번길 7,광주광역시 남구 봉선동 997-5,광주남구청,교통지도과,062-607-4231,,35.1286424945,126.9101652014,2020-02-10,3610000,광주광역시 남구
무등시장,공영주차장,기타,-,00:00,00:00,00:00,00:00,Y,,300원,,,,,,,,광주광역시 남구 군분로33번길 5,광주광역시 남구 주월동 974-83,광주남구청,교통지도과,062-607-4231,,35.1362728690,126.8938560168,2020-02-10,3610000,광주광역시 남구
통샘,공영주차장,기타,-,00:00,00:00,00:00,00:00,Y,,300원,,,,,,,,광주광역시 남구 중앙로95번길 20,,광주남구청,교통지도과,062-607-4231,,35.1459868689,126.9082323079,2020-02-10,3610000,광주광역시 남구
문화정보도서관,주차장,기타,-,00:00,00:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 봉선로 208,광주광역시 남구 봉선동 1068,광주남구청,도서관과,062-607-2521,,35.1220640778,126.9174042665,2020-02-10,3610000,광주광역시 남구
주월1동 행정복지센터,주차장,기타,-,00:00,00:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 회서로21번가길 13,광주광역시 남구 주월동 493-13,광주남구청,주월1동,062-607-4878,,35.1319314436,126.8933306083,2020-02-10,3610000,광주광역시 남구
봉선1동 행정복지센터,주차장,기타,-,00:00,00:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 봉선로51번길 21,광주광역시 남구 주월동 1042,광주남구청,봉선1동,062-607-4586,,35.1293465574,126.9067149539,2020-02-10,3610000,광주광역시 남구
양림동 행정복지센터,주차장,기타,-,00:00,00:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 백서로 94,광주광역시 남구 양림동 201-46,광주남구청,양림동,062-607-4503,,35.1405053053,126.9164243987,2020-02-10,3610000,광주광역시 남구
대촌동 행정복지센터,주차장,기타,-,00:00,00:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 포충로 591,광주광역시 남구 지석동 212-2,광주남구청,대촌동,062-607-4878,,35.0815175478,126.8336798104,2020-02-10,3610000,광주광역시 남구
송암동 행정복지센터,주차장,기타,-,00:00,00:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 송암로 66,광주광역시 남구 송하동 370-2,광주남구청,송암동,062-607-4858,,35.1115380296,126.8771095817,2020-02-10,3610000,광주광역시 남구
효덕동 행정복지센터,주차장,기타,-,00:00,00:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 화산로 15,광주광역시 남구 진월동 500-1,광주남구청,효덕동,062-607-4828,,35.1122716559,126.8984372235,2020-02-10,3610000,광주광역시 남구
주월2동 행정복지센터,주차장,기타,-,00:00,00:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 군분로13번길 12,광주광역시 남구 주월동 974-174,광주남구청,주월2동,062-607-4802,,35.1346904115,126.8942399075,2020-02-10,3610000,광주광역시 남구
월산동 행정복지센터,주차장,기타,-,00:00,00:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 덕림2길 3,광주광역시 남구 월산동 31-2,광주남구청,월산동,062-607-4652,,35.1476085376,126.9026117685,2020-02-10,3610000,광주광역시 남구
사직동 행정복지센터,주차장,기타,-,00:00,00:00,00:00,00:00,N,,,,,,,,,,광주광역시 남구 중앙로95번길 14,광주광역시 남구 서동 147-11,광주남구청,사직동,062-607-4627,,35.1457523354,126.9079955368,2020-02-10,3610000,광주광역시 남구
강진아트홀,강진아트홀_대공연장,기타,매주 월요일,09:00,22:00,09:00,22:00,Y,3,110000,0.5,55000,700,8449.2,"빔프로젝트, 공연장, 노인복지타운",방문,강진아트홀 홈페이지 참조,전라남도 강진군 강진읍 영랑로1길 9,전라남도 강진군 남성리 23-2,강진군,관광과,061-430-3972,http://arthall.gangjin.go.kr/apps/info/info.php?fpage=2,34.6381352,126.7617803,2020-02-17,4920000,전라남도 강진군
체육관,고창군 청소년수련관,다목적경기장,"명절, 매주 일요일",09:00,20:00,06:00,18:00,Y,1,30000,,,50,740.8,,방문,없음,전라북도 고창군 고창읍 운동장길 36,전북 고창군 고창읍 월암리 316,전라북도 고창군청,체육청소년사업소,063-560-8917,http://www.gochang.go.kr/sisul,35.433491,126.723206,2020-07-07,4780000,전라북도 고창군
고창군립체육관,고창군립체육관,다목적경기장,명절 당일,06:00,22:00,06:00,22:00,Y,4,"50,000~300,000",4,,1526,7442,"음향시설,확성기 ,후로링카바,조명,전광판,조명탑,농구대,배구지주,핸드볼대,배드민턴지주, 마이크","방문,전화",없음,전라북도 고창군 고창읍 운동장길 36,전북 고창군 고창읍 월암리 316,전라북도 고창군청,체육청소년사업소,063-560-8957,http://www.gochang.go.kr/sisul,35.43237116,126.722136,2020-07-07,4780000,전라북도 고창군
공설운동장,고창군 공설운동장,다목적경기장,없음,01:00,23:00,01:00,23:00,Y,4,"30,000~100,000",4,,7000,24608,"음향시설,확성기 ,후로링카바,조명,전광판,조명탑, 마이크","방문,전화",없음,전라북도 고창군 고창읍 운동장길 36,전북 고창군 고창읍 월암리 316,전라북도 고창군청,체육청소년사업소,063-560-8945,http://www.gochang.go.kr/sisul,35.432577,126.724257,2020-07-07,4780000,전라북도 고창군
고창실내체육관,고창실내체육관,다목적경기장,없음,06:00,22:00,06:00,22:00,Y,4,"30,000~80,000",4,,500,3127,"음향시설,확성기 ,후로링카바,조명,전광판,조명탑,농구대,배구지주,핸드볼대,배드민턴지주, 마이크","방문,전화",없음,전라북도 고창군 고창읍 중앙로 292,전라북도 고창군 고창읍 교촌리 55-2,전라북도 고창군청,체육청소년사업소,063-560-8941,http://www.gochang.go.kr/sisul,35.435455,126.707404,2020-07-07,4780000,전라북도 고창군
생활축구경기장,고창군 생활축구경기장,축구장,명절 당일,06:00,22:00,06:00,22:00,Y,4,"20,000~40,000",4,,200,7140,조명탑,"방문,전화",없음,,전라북도 고창군 고창읍 월암리 407-2,전라북도 고창군청,체육청소년사업소,063-560-8945,http://www.gochang.go.kr/sisul,35.429481,126.725749,2020-07-07,4780000,전라북도 고창군
생활야구경기장,고창군 생활야구경기장,야구장,명절 당일,06:00,22:00,06:00,22:00,Y,8,"60,000~220,000",,,200,550.62,"전광판, 조명탑","방문, 전화",없음,,전라북도 고창군 고창읍 월암리 102,전라북도 고창군청,체육청소년사업소,063-560-8921,http://www.gochang.go.kr/sisul,35.427794,126.725695,2020-07-07,4780000,전라북도 고창군
평리2동 행정복지센터 3층회의실,평리2동행정복지센터,기타,공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구 서구 국채보상로60길 6 (평리동),,대구광역시 서구청,평리2동행정복지센터,,,35.87121857,128.5636432,2020-07-10,3430000,대구광역시 서구
비산2.3동행정복지센터 주차장,비산2.3동행정복지센터,기타,연중무휴,00:00,24:00,00:00,00:00,N,,,,,,,,,,대구 서구 국채보상로81길 43 (비산동),,대구광역시 서구청,비산2.3동행정복지센터,,,35.87580089,128.5747143,2020-07-10,3430000,대구광역시 서구
비산2.3동 행정복지센터 본관2층,비산2.3동행정복지센터,기타,공휴일,09:00,18:00,00:00,00:00,N,,,,,,,,,,대구 서구 국채보상로81길 43,,대구광역시 서구청,비산2.3동행정복지센터,,,35.87580089,128.5747143,2020-07-10,3430000,대구광역시 서구
서구 영어도서관 주차장,서구영어도서관,기타,공휴일,18:00,08:00,17:00,08:00,N,,,,,,,,,,대구 서구 평리로35길 90-6,,대구광역시 서구청,평생교육과,,,35.86791327,128.5442364,2020-07-10,3430000,대구광역시 서구
동탄2 제3호 체육공원(장지체육공원),농구장,농구장,N,06:00,22:00,06:00,22:00,N,,,,,,608,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
동탄2 제3호 체육공원(장지체육공원),족구장,족구장,N,06:00,22:00,06:00,22:00,N,,,,,,783,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
동탄2 제3호 체육공원(장지체육공원),축구장,축구장,N,06:00,22:00,06:00,22:00,N,,,,,,3750,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
동탄2 제3호 체육공원(장지체육공원),론볼장,기타,N,06:00,22:00,06:00,22:00,N,,,,,,2520,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
제23호 근린공원 생활체육마당,배드민턴장,배드맨턴장,N,06:00,22:00,06:00,22:00,N,,,,,,,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
제23호 근린공원 생활체육마당,농구장(반코트),농구장,N,06:00,22:00,06:00,22:00,N,,,,,,,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
제24호 근린공원 송방3교 하부,농구장(반코트),농구장,N,06:00,22:00,06:00,22:00,N,,,,,,,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
제24호 근린공원 생활체육마당,풋살장,풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
동화마을생태공원 풋살구장,동화마을생태공원,풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,684,,,,,경기도 화성시 봉담읍동화리583번지,화성도시공사,,,,37.213302,126.957989,2020-05-24,5530000,경기도 화성시
동탄센트럴파크 풋살구장,동탄센트럴파크,풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,2200,,,,,경기도 화성시 반송동 59,화성도시공사,,,,37.205640,127.063584,2020-05-24,5530000,경기도 화성시
동탄2 제1호 체육공원 풋살구장,동탄2 제1호 체육공원,풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,1125,,,,,경기도 화성시 영천동 670-2,화성도시공사,,,,37.205884,127.106886,2020-05-24,5530000,경기도 화성시
동탄 수질복원센터 풋살구장,동탄 수질복원센터,풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,800,,,,,경기도 화성시 동탄면 방교리 795,화성도시공사,,,,37.176876,127.086562,2020-05-24,5530000,경기도 화성시
도원체육공원 풋살구장,도원체육공원,풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,600,,,,,경기도 화성시 향남읍행정리478,화성도시공사,,,,37.132630,126.928077,2020-05-24,5530000,경기도 화성시
대우푸르지오 공원 풋살구장,대우푸르지오 공원,풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,684,,,,,경기도 화성시 반월동885-1,화성도시공사,,,,37.234064,127.067436,2020-05-24,5530000,경기도 화성시
너른공원 풋살구장,너른공원,풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,400,,,,,경기도 화성시 동탄면 방교리 762,화성도시공사,,,,37.182949,127.090104,2020-05-24,5530000,경기도 화성시
동탄 여울공원 농구장,동탄 여울공원,농구장,N,06:00,22:00,06:00,22:00,N,,,,,,640,,,,,경기도 화성시 오산동 538-1,화성도시공사,,,,37.196461,127.085966,2020-05-24,5530000,경기도 화성시
동탄 여울공원 배드민턴장,동탄 여울공원,배드맨턴장,N,06:00,22:00,06:00,22:00,N,,,,,,468,,,,,경기도 화성시 오산동 538-1,화성도시공사,,,,37.196461,127.085966,2020-05-24,5530000,경기도 화성시
동탄 여울공원 족구장,동탄 여울공원,족구장,N,06:00,22:00,06:00,22:00,N,,,,,,640,,,,,경기도 화성시 오산동 538-1,화성도시공사,,,,37.196461,127.085966,2020-05-24,5530000,경기도 화성시
동탄 여울공원 축구장,동탄 여울공원,축구장,N,06:00,22:00,06:00,22:00,Y,,,,,,7140,,,,,경기도 화성시 오산동 538-1,화성도시공사,,,,37.196461,127.085966,2020-05-24,5530000,경기도 화성시
동탄 여울공원 테니스장,동탄 여울공원,테니스장,N,06:00,22:00,06:00,22:00,Y,,,,,,1976.4,,,,,경기도 화성시 오산동 538-1,홍학선,,,,37.196461,127.085966,2020-05-24,5530000,경기도 화성시
동탄 여울공원 풋살구장,동탄 여울공원,풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,960,,,,,경기도 화성시 오산동 538-1,화성도시공사,,,,37.196461,127.085966,2020-05-24,5530000,경기도 화성시
동탄2 제3호 체육공원(장지체육공원) 농구장,동탄2 제3호 체육공원(장지체육공원),농구장,N,06:00,22:00,06:00,22:00,N,,,,,,608,,,,,경기도 화성시 장지동 산15,화성도시공사,,,,37.159771,127.111289,2020-05-24,5530000,경기도 화성시
동탄2 제3호 체육공원(장지체육공원) 론볼장,동탄2 제3호 체육공원(장지체육공원),기타,N,06:00,22:00,06:00,22:00,N,,,,,,2520,,,,,경기도 화성시 장지동 산15,화성도시공사,,,,37.159771,127.111289,2020-05-24,5530000,경기도 화성시
동탄2 제3호 체육공원(장지체육공원) 족구장,동탄2 제3호 체육공원(장지체육공원),족구장,N,06:00,22:00,06:00,22:00,N,,,,,,783,,,,,경기도 화성시 장지동 산15,화성도시공사,,,,37.159771,127.111289,2020-05-24,5530000,경기도 화성시
동탄2 제3호 체육공원(장지체육공원) 축구장,동탄2 제3호 체육공원(장지체육공원),축구장,N,06:00,22:00,06:00,22:00,Y,,,,,,3750,,,,,경기도 화성시 장지동 산15,화성도시공사,,,,37.159771,127.111289,2020-05-24,5530000,경기도 화성시
동탄2 크린에너지센터 배드민턴장,동탄2 크린에너지센터,배드맨턴장,N,06:00,22:00,06:00,22:00,Y,,,,,,1216,,,,,경기도 화성시 동탄대로9길 76,화성도시공사,,,,37.175346,127.097403,2020-05-24,5530000,경기도 화성시
송방공원 농구장,송방공원,농구장,N,06:00,22:00,06:00,22:00,N,,,,,,190,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
방교공원(근린11호) 배드민턴장,방교공원,배드맨턴장,N,06:00,22:00,06:00,22:00,N,,,,,,567,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
신리천공원(근린13호),다목적구장,다목적경기장,N,06:00,22:00,06:00,22:00,N,,,,,,550,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
왕배산1호공원(근린14호),게이트볼장,기타,N,06:00,22:00,06:00,22:00,N,,,,,,387,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
배마루공원(근린20호),족구장,족구장,N,06:00,22:00,06:00,22:00,N,,,,,,952,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
왕배산체육공원(체육2호),축구장,축구장,N,06:00,22:00,06:00,22:00,N,,,,,,360,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
산척공원(근린21호),배드민턴장,배드맨턴장,N,06:00,22:00,06:00,22:00,N,,,,,,181,,,,,경기도 화성시 동탄대로9길 76,화성도시공사,,,,37.175346,127.097403,2020-05-24,5530000,경기도 화성시
왕배산 체육공원(체육2호),축구장,축구장,N,06:00,22:00,06:00,22:00,N,,,,,,5980,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
"목동공원(근린19호, 목동이음터)",축구장,축구장,N,06:00,22:00,06:00,22:00,N,,,,,,3071,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
"목동공원(근린19호, 목동이음터)",모래장,기타,N,06:00,22:00,06:00,22:00,N,,,,,,28,,,,,경기도 화성시 방교동 861,화성도시공사,,,,37.168066,127.090474,2020-05-24,5530000,경기도 화성시
향남2 오음공원 파크골프장,향남2 오음공원,골프장,N,06:00,22:00,06:00,22:00,Y,,,,,,7117,,,,,경기도 화성시 향남읍 상신리 1260,화성도시공사,,,,37.104722,126.903314,2020-05-24,5530000,경기도 화성시
동탄 수질복원센터 파크골프장,동탄 수질복원센터,골프장,N,06:00,22:00,06:00,22:00,Y,,,,,,21045,,,,,경기도 화성시 동탄면 방교리 795,화성도시공사,,,,37.176876,127.086562,2020-05-24,5530000,경기도 화성시
향남읍 도이리 펜싱장,향남읍 도이리,기타,N,06:00,22:00,06:00,22:00,N,,,,,,9853,,,,,경기도 화성시 향남읍 도이리 240-17,화성도시공사,,,,37.139127,126.929088,2020-05-24,5530000,경기도 화성시
향남2 화합공원 풋살구장,향남2 화합공원,풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,800,,,,,경기도 화성시 향남읍 상신리 1254,화성도시공사,,,,37.105509,126.905553,2020-05-24,5530000,경기도 화성시
행복근린공원 풋살구장,행복근린공원,풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,810,,,,,경기도 화성시 반월동875,화성도시공사,,,,37.222097,127.051459,2020-05-24,5530000,경기도 화성시
햇빛어린이공원(현대1호) 풋살구장,햇빛어린이공원(현대1호),풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,380,,,,,경기도 화성시 반월동 184-3,화성도시공사,,,,37.232897,127.056564,2020-05-24,5530000,경기도 화성시
진안동풋살구장 풋살구장,진안동풋살구장,풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,668,,,,,경기도 화성시 진안동 832-235,화성도시공사,,,,37.208778,127.027967,2020-05-24,5530000,경기도 화성시
제부 공공하수처리시설 풋살구장,제부 공공하수처리시설,풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,740,,,,,경기도 화성시 서신면 제부리 280-3,맑은물사업소,,,,37.173152,126.621718,2020-05-24,5530000,경기도 화성시
정남 공공하수처리시설 풋살구장,정남 공공하수처리시설,풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,750,,,,,경기도 화성시 정남면 발산리 50,맑은물사업소,,,,37.168255,126.993366,2020-05-24,5530000,경기도 화성시
전곡해양일반산업(3호 공원) 풋살구장,전곡해양일반산업(3호 공원),풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,924,,,,,경기도 화성시 서신면 전곡리 1112,화성도시공사,,,,37.184419,126.676674,2020-05-24,5530000,경기도 화성시
장안2첨단산업단지 공원(1호) 풋살구장,장안2첨단산업단지 공원(1호),풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,270,,,,,경기도 화성시 장안면 수촌리 1466,화성도시공사,,,,37.109873,126.847772,2020-05-24,5530000,경기도 화성시
안녕동 풋살구장 풋살구장,안녕동 풋살구장,풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,445,,,,,경기도 화성시 안녕동 71-41,화성도시공사,,,,37.201129,127.021655,2020-05-24,5530000,경기도 화성시
봉담 과천간 고가하부 체육시설 풋살구장,봉담 과천간 고가하부 체육시설,풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,800,,,,,경기도 화성시 봉담읍 수영리 541-2번지,화성시,,,,37.234279,126.948797,2020-05-24,5530000,경기도 화성시
무봉체육시설 풋살구장,무봉체육시설,풋살경기장,N,06:00,22:00,06:00,22:00,N,,,,,,924,,,,,경기도 화성시 동탄면 중리 833-196 일원,화성시,,,,37.203871,127.141899,2020-05-24,5530000,경기도 화성시
창신제1동 주민센터 3층 다목적실,창신제1동 주민회관,다목적실,"명절연휴,공휴일",06:00,22:00,07:00,18:00,Y,1,20000,0.5,10000,50,137,,인터넷+방문,,서울특별시 종로구 지봉로 8-6,,서울특별시 종로구청,창신1동,02-2148-5393,http://www.ijongno.co.kr,37.57074640,127.0163525,2020-07-08,3000000,서울특별시 종로구
창신2동 자치회관 2층 창이작은도서관,창신2동 자치회관,기타,"매주 월요일, 목요일",08:00,18:00,08:00,18:00,N,1,0,0.5,0,20,64,,인터넷+방문,,서울특별시 종로구 창신길 62,,서울특별시 종로구청,창신2동,02-2148-5424,http://www.ijongno.co.kr,37.57441180,127.0108557,2020-07-08,3000000,서울특별시 종로구
종로구 창신2동주민센터 3층 다목적실,창신2동주민센터,다목적실,연중무휴,07:00,21:00,07:00,18:00,Y,1,20000,0.5,10000,80,176,,인터넷+방문,,서울특별시 종로구 창신길 62,,서울특별시 종로구청,창신2동,02-2148-5424,http://www.ijongno.co.kr,37.57441180,127.0108557,2020-07-08,3000000,서울특별시 종로구
종로구 창신3동 주민센터 3층 다목적실,창신3동 주민센터,다목적실,"일요일, 공휴일",09:00,21:00,09:00,17:00,Y,1,20000,0.5,10000,70,125,,인터넷+방문,,서울특별시 종로구 지봉로 87,,서울특별시 종로구청,창신3동,02-2148-5453,http://yeyak.seoul.go.kr,37.57788680,127.0147970,2020-07-08,3000000,서울특별시 종로구
종로구 숭인1동주민센터 1층 다목적실,숭인1동주민센터,다목적실,"일요일, 공휴일",09:00,21:00,09:00,17:00,Y,1,25000,0.5,12500,100,156,,인터넷+방문,,서울특별시 종로구 지봉로 86,,서울특별시 종로구청,숭인1동,02-2148-5483,http://yeyak.seoul.go.kr,37.57779540,127.0156168,2020-07-08,3000000,서울특별시 종로구
숭인제1동주민센터 2층 숭인마루작은도서관,숭인1동주민센터,기타,"일요일, 공휴일",09:00,21:00,09:00,17:00,N,1,0,0.5,0,12,64,,인터넷+방문,,서울특별시 종로구 지봉로 86,,서울특별시 종로구청,숭인1동,02-2148-5483,http://yeyak.seoul.go.kr,37.57779540,127.0156168,2020-07-08,3000000,서울특별시 종로구
종로구 숭인1동주민센터 5층 소강의실,숭인1동주민센터,강의실,"일요일, 공휴일",09:00,21:00,09:00,17:00,Y,1,15000,0.5,7500,30,71,,인터넷+방문,,서울특별시 종로구 지봉로 86,,서울특별시 종로구청,숭인1동,02-2148-5483,http://yeyak.seoul.go.kr,37.57779540,127.0156168,2020-07-08,3000000,서울특별시 종로구
종로구 숭인1동주민센터 5층 대강당,숭인1동주민센터,강당,"일요일, 공휴일",09:00,21:00,09:00,17:00,Y,1,25000,0.5,12500,100,156,,인터넷+방문,,서울특별시 종로구 지봉로 86,,서울특별시 종로구청,숭인1동,02-2148-5483,http://yeyak.seoul.go.kr,37.57779540,127.0156168,2020-07-08,3000000,서울특별시 종로구
숭인2동 자치회관 3층 회의실,숭인2동 자치회관,회의실,"일요일, 공휴일",09:00,21:00,09:00,17:00,Y,1,20000,0.5,10000,20,37,,인터넷+방문,,서울특별시 종로구 종로65길 10,,서울특별시 종로구청,숭인2동,02-2148-5513,http://yeyak.seoul.go.kr,37.57483550,127.0199463,2020-07-08,3000000,서울특별시 종로구
숭인2동 자치회관 3층 강의실,숭인2동 자치회관,강의실,"일요일, 공휴일",09:00,21:00,09:00,17:00,Y,1,20000,0.5,10000,20,62,,인터넷+방문,,서울특별시 종로구 종로65길 10,,서울특별시 종로구청,숭인2동,02-2148-5513,http://yeyak.seoul.go.kr,37.57483550,127.0199463,2020-07-08,3000000,서울특별시 종로구
종로구 숭인2동자치회관 4층 강당,숭인2동 자치회관,강당,"일요일, 공휴일",09:00,21:00,09:00,17:00,Y,1,30000,0.5,15000,150,256,,인터넷+방문,,서울특별시 종로구 종로65길 10,,서울특별시 종로구청,숭인2동,02-2148-5513,http://yeyak.seoul.go.kr,37.57483550,127.0199463,2020-07-08,3000000,서울특별시 종로구
올림픽기념국민생활관,올림픽기념국민생활관,체육관,법정공휴일,07:00,21:00,10:00,17:00,Y,1,50000,1,25000,100,1152,,유선+방문,,서울특별시 종로구 성균관로91,,종로구시설관리공단,생활관팀,02-745-6701,https://www.ijongno.co.kr,37.59045920,126.9987998,2020-07-08,3000000,서울특별시 종로구
올림픽기념국민생활관,올림픽기념국민생활관,체육관,법정공휴일,07:00,21:00,10:00,17:00,Y,1,30000,1,15000,30,288,,유선+방문,,서울특별시 종로구 성균관로91,,종로구시설관리공단,생활관팀,02-745-6701,https://www.ijongno.co.kr,37.59045920,126.9987998,2020-07-08,3000000,서울특별시 종로구
올림픽기념국민생활관,올림픽기념국민생활관,다목적실,법정공휴일,07:00,21:00,10:00,17:00,Y,1,25000,1,12500,25,152,,유선+방문,,서울특별시 종로구 성균관로91,,종로구시설관리공단,생활관팀,02-745-6701,https://www.ijongno.co.kr,37.59045920,126.9987998,2020-07-08,3000000,서울특별시 종로구
종로문화체육센터,종로문화체육센터,체육관,법정공휴일,07:00,21:00,09:00,17:00,Y,1,50000,1,25000,100,734,,유선+방문,,서울특별시 종로구 인왕산로1길 21,,종로구시설관리공단,문화체육센터팀,02-732-9392,https://www.ijongno.co.kr,37.57421081,126.9646480,2020-07-08,3000000,서울특별시 종로구
종로문화체육센터,종로문화체육센터,체육관,법정공휴일,07:00,21:00,09:00,17:00,Y,1,30000,1,15000,30,193,,유선+방문,,서울특별시 종로구 인왕산로1길 21,,종로구시설관리공단,문화체육센터팀,02-732-9392,https://www.ijongno.co.kr,37.57421081,126.9646480,2020-07-08,3000000,서울특별시 종로구
종로문화체육센터,종로문화체육센터,다목적실,법정공휴일,07:00,21:00,09:00,17:00,Y,1,25000,1,12500,20,38,,유선+방문,,서울특별시 종로구 인왕산로1길 21,,종로구시설관리공단,문화체육센터팀,02-732-9392,https://www.ijongno.co.kr,37.57421081,126.9646480,2020-07-08,3000000,서울특별시 종로구
삼청테니스장,삼청테니스장,테니스장,법정공휴일,07:00,21:00,00:00,00:00,Y,10,99000,1,0,4,1,,유선+방문,,서울특별시 종로구 삼청로156,,종로구시설관리공단,문화체육센터팀,02-732-9392,https://www.ijongno.co.kr,37.58887581,126.9828081,2020-07-08,3000000,서울특별시 종로구
삼청테니스장,삼청테니스장,테니스장,법정공휴일,00:00,00:00,07:00,18:00,Y,10,157300,1,0,4,1,,유선+방문,,서울특별시 종로구 삼청로156,,종로구시설관리공단,문화체육센터팀,02-732-9392,https://www.ijongno.co.kr,37.58887581,126.9828081,2020-07-08,3000000,서울특별시 종로구
삼청테니스장,삼청테니스장,테니스장,법정공휴일,07:00,21:00,00:00,00:00,Y,10,396000,1,0,16,1,,유선+방문,,서울특별시 종로구 삼청로156,,종로구시설관리공단,문화체육센터팀,02-732-9392,https://www.ijongno.co.kr,37.58887581,126.9828081,2020-07-08,3000000,서울특별시 종로구
삼청테니스장,삼청테니스장,테니스장,법정공휴일,00:00,00:00,07:00,18:00,Y,10,629000,1,0,16,1,,유선+방문,,서울특별시 종로구 삼청로156,,종로구시설관리공단,문화체육센터팀,02-732-9392,https://www.ijongno.co.kr,37.58887581,126.9828081,2020-07-08,3000000,서울특별시 종로구
청주문화관,제1전시실,전시실,"월요일, 설, 추석",09:00,22:00,09:00,22:00,Y,13,20740,,,50,122,냉방+난방,인터넷,,충청북도 청주시 서원구 흥덕로69 (사직동755),,충청북도 청주시청,문화체육관광국,043-201-2306,http://ac.cheongju.go.kr,36.6420999854,127.469677017,2020-07-17,5710000,충청북도 청주시
청주문화관,제3전시실,전시실,"월요일, 설, 추석",09:00,22:00,09:00,22:00,Y,13,36070,,,80,212,냉방+난방,인터넷,,충청북도 청주시 서원구 흥덕로69 (사직동755),,충청북도 청주시청,문화체육관광국,043-201-2306,http://ac.cheongju.go.kr,36.6420999854,127.469677017,2020-07-17,5710000,충청북도 청주시
